rider_id,avg_delivery_time,total_orders,night_orders,weekend_orders,avg_order_value,workload_index,burnout_score,burnout_level,cluster
C4735,91.0,1,1,0,990.0,0.3333333333333333,63.0,Medium,2
C4744,108.0,1,0,1,793.0,0.3333333333333333,66.0,Medium,2
C4748,39.0,1,0,0,1466.0,0.3333333333333333,49.0,Medium,0
C4756,89.0,1,0,1,1450.0,0.3333333333333333,44.0,Medium,0
C4763,85.0,1,0,0,1305.0,0.3333333333333333,45.0,Medium,0
C4766,53.0,1,0,0,865.0,0.3333333333333333,20.0,Low,0
C4769,101.0,1,0,0,1569.0,0.3333333333333333,75.0,High,0
C4775,79.0,1,0,0,489.0,0.3333333333333333,9.0,Low,2
C4797,69.0,1,1,0,235.0,0.3333333333333333,39.0,Low,2
C4812,84.0,1,1,0,1823.0,0.3333333333333333,14.000000000000002,Low,0
C4818,58.0,1,0,0,1286.0,0.3333333333333333,55.00000000000001,Medium,0
C4840,50.0,1,0,1,482.0,0.3333333333333333,20.0,Low,2
C4843,63.0,1,1,0,672.0,0.3333333333333333,66.0,Medium,2
C4854,37.0,1,0,1,1613.0,0.3333333333333333,38.0,Low,0
C4863,93.0,1,0,1,1172.0,0.3333333333333333,46.0,Medium,0
C4876,118.0,1,0,0,1511.0,0.3333333333333333,43.0,Medium,0
C4890,33.0,1,0,0,203.0,0.3333333333333333,51.0,Medium,2
C4900,99.0,1,0,0,769.0,0.3333333333333333,50.0,Medium,2
C4913,61.0,1,0,0,152.0,0.3333333333333333,55.00000000000001,Medium,2
C4925,35.0,1,1,0,1673.0,0.3333333333333333,50.0,Medium,0
C4943,43.0,1,0,0,1056.0,0.3333333333333333,48.0,Medium,0
C4974,49.0,1,0,1,346.0,0.3333333333333333,60.0,Medium,2
C4987,96.0,1,0,0,984.0,0.3333333333333333,53.0,Medium,2
C5000,66.5,2,0,0,1581.0,0.6666666666666666,34.0,Low,1
C5014,115.0,1,0,0,736.0,0.3333333333333333,39.0,Low,2
C5018,76.0,1,0,0,670.0,0.3333333333333333,43.0,Medium,2
C5021,53.0,1,1,1,682.0,0.3333333333333333,63.0,Medium,2
C5033,88.0,1,0,0,1655.0,0.3333333333333333,43.0,Medium,0
C5061,107.0,1,1,0,439.0,0.3333333333333333,32.0,Low,2
C5070,50.0,1,0,0,543.0,0.3333333333333333,33.0,Low,2
C5079,62.0,1,1,0,448.0,0.3333333333333333,21.0,Low,2
C5107,113.0,1,1,1,1766.0,0.3333333333333333,65.0,Medium,0
C5142,81.0,1,0,0,629.0,0.3333333333333333,27.0,Low,2
C5143,42.0,1,1,1,1888.0,0.3333333333333333,76.0,High,0
C5146,78.0,2,1,0,1680.5,0.6666666666666666,4.0,Low,1
C5158,42.0,1,0,0,1151.0,0.3333333333333333,13.0,Low,0
C5164,73.0,1,0,0,1318.0,0.3333333333333333,50.0,Medium,0
C5171,117.0,1,0,0,599.0,0.3333333333333333,11.0,Low,2
C5175,97.0,1,1,0,1116.0,0.3333333333333333,42.0,Medium,2
C5178,84.0,1,1,0,1351.0,0.3333333333333333,70.0,High,0
C5186,106.0,1,1,0,664.0,0.3333333333333333,41.0,Medium,2
C5188,81.0,1,1,0,186.0,0.3333333333333333,25.0,Low,2
C5199,96.0,1,1,0,1379.0,0.3333333333333333,18.0,Low,0
C5206,96.0,1,1,0,969.0,0.3333333333333333,28.000000000000004,Low,2
C5208,72.0,1,0,1,377.0,0.3333333333333333,44.0,Medium,2
C5212,80.0,1,0,0,897.0,0.3333333333333333,52.0,Medium,2
C5218,81.0,1,0,0,1166.0,0.3333333333333333,28.000000000000004,Low,0
C5225,103.0,1,1,1,462.0,0.3333333333333333,53.0,Medium,2
C5227,99.0,1,0,0,1115.0,0.3333333333333333,27.0,Low,0
C5234,77.0,1,0,0,860.0,0.3333333333333333,14.000000000000002,Low,2
C5243,56.0,1,0,1,707.0,0.3333333333333333,53.0,Medium,2
C5249,75.0,1,1,0,1141.0,0.3333333333333333,24.0,Low,2
C5261,49.0,1,1,0,1634.0,0.3333333333333333,67.0,Medium,0
C5268,34.0,1,0,1,1815.0,0.3333333333333333,38.0,Low,0
C5282,96.0,1,1,1,1217.0,0.3333333333333333,65.0,Medium,2
C5289,38.0,1,0,1,642.0,0.3333333333333333,46.0,Medium,2
C5297,59.0,1,1,0,1798.0,0.3333333333333333,31.0,Low,0
C5300,64.0,1,0,1,1236.0,0.3333333333333333,55.00000000000001,Medium,0
C5312,114.0,1,0,0,1035.0,0.3333333333333333,0.0,Low,2
C5324,44.0,1,0,0,1561.0,0.3333333333333333,51.0,Medium,0
C5330,66.0,1,1,1,986.0,0.3333333333333333,23.0,Low,2
C5360,82.0,1,0,0,816.0,0.3333333333333333,41.0,Medium,2
C5363,115.0,1,0,0,708.0,0.3333333333333333,27.0,Low,2
C5380,106.5,2,0,1,1375.5,0.6666666666666666,41.0,Medium,1
C5389,63.0,1,1,1,879.0,0.3333333333333333,16.0,Low,2
C5413,59.0,1,0,0,1768.0,0.3333333333333333,66.0,Medium,0
C5422,96.0,1,1,0,1129.0,0.3333333333333333,49.0,Medium,2
C5426,110.0,1,1,0,260.0,0.3333333333333333,28.999999999999996,Low,2
C5432,99.0,1,0,0,349.0,0.3333333333333333,47.0,Medium,2
C5433,112.0,1,0,0,564.0,0.3333333333333333,31.0,Low,2
C5451,34.0,1,1,0,1313.0,0.3333333333333333,65.0,Medium,0
C5452,82.0,1,0,1,948.0,0.3333333333333333,51.0,Medium,2
C5465,76.0,1,0,0,205.0,0.3333333333333333,20.0,Low,2
C5468,77.0,1,0,0,515.0,0.3333333333333333,25.0,Low,2
C5488,113.0,1,0,1,1038.0,0.3333333333333333,56.99999999999999,Medium,2
C5491,106.0,1,0,0,208.0,0.3333333333333333,48.0,Medium,2
C5492,109.0,1,0,0,624.0,0.3333333333333333,73.0,High,2
C5493,84.0,1,1,0,1330.0,0.3333333333333333,22.0,Low,0
C5495,42.0,1,1,0,1547.0,0.3333333333333333,59.0,Medium,0
C5496,109.0,1,1,0,375.0,0.3333333333333333,33.0,Low,2
C5499,88.0,1,1,0,1043.0,0.3333333333333333,55.00000000000001,Medium,2
C5524,32.0,1,1,0,1524.0,0.3333333333333333,36.0,Low,0
C5530,51.0,1,1,0,283.0,0.3333333333333333,27.0,Low,2
C5544,116.0,1,0,0,1995.0,0.3333333333333333,41.0,Medium,0
C5548,45.0,1,0,1,1870.0,0.3333333333333333,53.0,Medium,0
C5555,94.5,2,1,0,1832.0,0.6666666666666666,74.0,High,1
C5611,73.0,1,1,1,1981.0,0.3333333333333333,54.0,Medium,0
C5612,81.0,1,1,0,1460.0,0.3333333333333333,56.00000000000001,Medium,0
C5621,112.0,1,1,0,724.0,0.3333333333333333,32.0,Low,2
C5632,37.0,1,0,0,104.0,0.3333333333333333,51.0,Medium,2
C5636,33.0,1,0,0,1236.0,0.3333333333333333,35.0,Low,0
C5637,106.0,1,0,0,1373.0,0.3333333333333333,49.0,Medium,0
C5642,79.0,1,0,1,1925.0,0.3333333333333333,67.0,Medium,0
C5658,66.0,1,1,0,465.0,0.3333333333333333,28.999999999999996,Low,2
C5662,57.0,1,0,0,1627.0,0.3333333333333333,40.0,Medium,0
C5670,77.0,1,1,1,1340.0,0.3333333333333333,35.0,Low,0
C5673,67.0,1,0,1,1011.0,0.3333333333333333,23.0,Low,0
C5719,82.0,1,1,1,999.0,0.3333333333333333,41.0,Medium,2
C5729,47.0,1,1,0,255.0,0.3333333333333333,59.0,Medium,2
C5735,60.0,1,0,0,479.0,0.3333333333333333,39.0,Low,2
C5736,41.0,1,0,0,1152.0,0.3333333333333333,44.0,Medium,0
C5737,91.0,1,1,0,505.0,0.3333333333333333,68.0,Medium,2
C5748,104.0,1,0,0,1025.0,0.3333333333333333,42.0,Medium,2
C5752,73.0,1,0,0,1626.0,0.3333333333333333,44.0,Medium,0
C5757,76.0,1,0,0,1018.0,0.3333333333333333,64.0,Medium,0
C5777,67.5,2,0,0,1395.5,0.6666666666666666,18.0,Low,1
C5780,55.0,2,1,1,930.5,0.6666666666666666,39.0,Low,1
C5784,79.0,1,1,1,1494.0,0.3333333333333333,32.0,Low,0
C5804,66.0,1,0,0,1272.0,0.3333333333333333,57.99999999999999,Medium,0
C5809,74.0,1,0,1,1228.0,0.3333333333333333,49.0,Medium,0
C5820,109.0,1,1,0,1918.0,0.3333333333333333,60.0,Medium,0
C5835,55.0,1,0,0,1691.0,0.3333333333333333,65.0,Medium,0
C5846,42.0,1,0,1,821.0,0.3333333333333333,28.999999999999996,Low,2
C5849,88.0,1,1,1,516.0,0.3333333333333333,17.0,Low,2
C5854,36.0,1,0,0,1019.0,0.3333333333333333,56.00000000000001,Medium,0
C5858,44.0,1,0,0,1843.0,0.3333333333333333,43.0,Medium,0
C5859,44.0,1,1,1,1049.0,0.3333333333333333,28.999999999999996,Low,2
C5869,90.0,1,1,1,889.0,0.3333333333333333,65.0,Medium,2
C5887,73.0,1,1,0,598.0,0.3333333333333333,60.0,Medium,2
C5892,102.0,1,0,0,1196.0,0.3333333333333333,34.0,Low,0
C5893,40.0,1,0,0,1646.0,0.3333333333333333,33.0,Low,0
C5910,93.0,1,1,0,1073.0,0.3333333333333333,35.0,Low,2
C5911,95.0,1,1,0,706.0,0.3333333333333333,79.0,High,2
C5926,61.0,1,0,1,553.0,0.3333333333333333,41.0,Medium,2
C5931,86.0,1,1,0,1235.0,0.3333333333333333,86.0,High,0
C5944,39.0,1,1,0,1269.0,0.3333333333333333,80.0,High,0
C5946,56.0,1,0,1,1010.0,0.3333333333333333,32.0,Low,0
C5964,70.0,1,0,0,1530.0,0.3333333333333333,76.0,High,0
C5968,117.0,1,1,0,1719.0,0.3333333333333333,15.0,Low,0
C5971,38.0,1,1,0,762.0,0.3333333333333333,54.0,Medium,2
C5973,75.0,1,0,0,1357.0,0.3333333333333333,70.0,High,0
C5976,53.0,1,0,0,1819.0,0.3333333333333333,56.99999999999999,Medium,0
C5980,47.0,1,1,0,1451.0,0.3333333333333333,44.0,Medium,0
C6029,87.0,1,0,0,1388.0,0.3333333333333333,32.0,Low,0
C6031,46.0,1,0,0,470.0,0.3333333333333333,38.0,Low,2
C6051,68.0,1,0,0,992.0,0.3333333333333333,82.0,High,0
C6052,64.0,1,1,1,1310.0,0.3333333333333333,57.99999999999999,Medium,0
C6056,31.0,1,1,0,1696.0,0.3333333333333333,94.0,High,0
C6063,42.0,1,0,0,1806.0,0.3333333333333333,43.0,Medium,0
C6073,49.0,1,0,0,1960.0,0.3333333333333333,50.0,Medium,0
C6083,62.0,1,0,1,515.0,0.3333333333333333,41.0,Medium,2
C6088,103.0,1,0,0,1931.0,0.3333333333333333,25.0,Low,0
C6104,65.0,1,0,0,1825.0,0.3333333333333333,51.0,Medium,0
C6109,47.0,1,1,0,1317.0,0.3333333333333333,80.0,High,0
C6115,115.0,1,0,0,1702.0,0.3333333333333333,36.0,Low,0
C6116,63.0,1,0,0,1314.0,0.3333333333333333,38.0,Low,0
C6122,86.0,1,0,0,1235.0,0.3333333333333333,41.0,Medium,0
C6124,62.5,2,2,0,1068.0,0.6666666666666666,64.0,Medium,1
C6126,71.0,1,0,0,974.0,0.3333333333333333,30.0,Low,0
C6134,55.0,1,0,0,1399.0,0.3333333333333333,44.0,Medium,0
C6142,56.0,1,0,1,506.0,0.3333333333333333,15.0,Low,2
C6161,34.0,1,0,0,880.0,0.3333333333333333,71.0,High,0
C6172,44.0,1,1,0,753.0,0.3333333333333333,54.0,Medium,2
C6177,107.0,1,0,0,948.0,0.3333333333333333,44.0,Medium,2
C6182,81.0,1,0,0,1325.0,0.3333333333333333,0.0,Low,0
C6188,88.0,1,1,0,286.0,0.3333333333333333,15.0,Low,2
C6191,46.0,1,1,0,1463.0,0.3333333333333333,77.0,High,0
C6222,44.0,1,1,0,325.0,0.3333333333333333,48.0,Medium,2
C6232,72.5,2,1,1,691.0,0.6666666666666666,43.0,Medium,1
C6237,50.0,1,0,1,546.0,0.3333333333333333,11.0,Low,2
C6240,86.0,1,0,0,1604.0,0.3333333333333333,76.0,High,0
C6249,58.0,1,0,1,529.0,0.3333333333333333,28.999999999999996,Low,2
C6256,86.0,1,0,1,528.0,0.3333333333333333,63.0,Medium,2
C6258,81.0,1,0,0,1479.0,0.3333333333333333,57.99999999999999,Medium,0
C6276,71.0,1,1,0,697.0,0.3333333333333333,48.0,Medium,2
C6287,34.0,1,0,1,710.0,0.3333333333333333,18.0,Low,2
C6293,75.0,1,0,1,597.0,0.3333333333333333,60.0,Medium,2
C6299,98.0,1,0,0,1757.0,0.3333333333333333,24.0,Low,0
C6301,64.0,1,1,0,578.0,0.3333333333333333,39.0,Low,2
C6305,48.0,1,0,0,1352.0,0.3333333333333333,53.0,Medium,0
C6311,71.0,1,1,1,1193.0,0.3333333333333333,34.0,Low,2
C6315,31.0,1,0,0,876.0,0.3333333333333333,41.0,Medium,0
C6320,43.0,1,1,1,592.0,0.3333333333333333,44.0,Medium,2
C6334,50.0,1,0,0,1824.0,0.3333333333333333,12.0,Low,0
C6342,82.0,1,1,0,831.0,0.3333333333333333,45.0,Medium,2
C6348,63.0,1,0,0,1052.0,0.3333333333333333,36.0,Low,0
C6373,89.0,1,1,1,850.0,0.3333333333333333,0.0,Low,2
C6387,34.0,1,0,0,1545.0,0.3333333333333333,31.0,Low,0
C6390,58.0,1,1,0,937.0,0.3333333333333333,93.0,High,2
C6393,60.0,1,1,0,329.0,0.3333333333333333,15.0,Low,2
C6401,37.0,1,1,1,1637.0,0.3333333333333333,0.0,Low,0
C6408,88.0,1,1,0,1002.0,0.3333333333333333,38.0,Low,2
C6415,63.0,1,1,0,1649.0,0.3333333333333333,31.0,Low,0
C6423,119.0,1,0,0,929.0,0.3333333333333333,27.0,Low,2
C6442,115.0,1,0,0,749.0,0.3333333333333333,47.0,Medium,2
C6449,60.0,1,1,1,1334.0,0.3333333333333333,35.0,Low,0
C6450,66.0,1,1,0,288.0,0.3333333333333333,69.0,Medium,2
C6463,56.0,1,0,0,213.0,0.3333333333333333,69.0,Medium,2
C6468,68.0,1,0,0,1568.0,0.3333333333333333,38.0,Low,0
C6486,68.5,2,0,0,1534.5,0.6666666666666666,56.99999999999999,Medium,1
C6490,98.0,1,1,0,908.0,0.3333333333333333,57.99999999999999,Medium,2
C6530,52.0,1,0,0,1039.0,0.3333333333333333,9.0,Low,0
C6534,73.0,1,0,1,739.0,0.3333333333333333,46.0,Medium,2
C6535,89.0,1,1,0,533.0,0.3333333333333333,12.0,Low,2
C6536,46.0,1,0,0,319.0,0.3333333333333333,75.0,High,2
C6539,39.0,1,1,0,187.0,0.3333333333333333,5.0,Low,2
C6541,55.0,1,1,0,705.0,0.3333333333333333,79.0,High,2
C6560,76.0,1,0,0,1370.0,0.3333333333333333,63.0,Medium,0
C6565,91.0,1,0,0,1873.0,0.3333333333333333,42.0,Medium,0
C6567,67.0,1,0,0,1372.0,0.3333333333333333,46.0,Medium,0
C6569,46.0,1,0,0,563.0,0.3333333333333333,50.0,Medium,2
C6575,55.0,1,0,0,376.0,0.3333333333333333,32.0,Low,2
C6578,114.0,1,0,0,1663.0,0.3333333333333333,35.0,Low,0
C6585,108.0,1,0,0,1724.0,0.3333333333333333,49.0,Medium,0
C6588,85.0,2,1,2,1098.0,0.6666666666666666,16.0,Low,1
C6592,41.0,2,1,0,1154.0,0.6666666666666666,28.999999999999996,Low,1
C6596,110.0,1,0,0,1979.0,0.3333333333333333,36.0,Low,0
C6600,44.0,1,1,1,1194.0,0.3333333333333333,22.0,Low,0
C6618,92.0,1,1,0,1818.0,0.3333333333333333,11.0,Low,0
C6622,44.0,1,1,0,207.0,0.3333333333333333,62.0,Medium,2
C6625,41.0,1,1,0,1425.0,0.3333333333333333,53.0,Medium,0
C6644,115.0,1,0,1,824.0,0.3333333333333333,55.00000000000001,Medium,2
C6645,92.0,1,1,0,1313.0,0.3333333333333333,20.0,Low,0
C6675,49.0,1,1,1,464.0,0.3333333333333333,27.0,Low,2
C6691,64.0,1,1,1,205.0,0.3333333333333333,42.0,Medium,2
C6699,76.0,1,1,0,924.0,0.3333333333333333,56.00000000000001,Medium,2
C6713,73.0,1,0,0,238.0,0.3333333333333333,59.0,Medium,2
C6726,111.0,1,0,0,1360.0,0.3333333333333333,38.0,Low,0
C6732,88.0,2,0,1,1610.0,0.6666666666666666,48.0,Medium,1
C6734,89.0,1,1,0,1992.0,0.3333333333333333,37.0,Low,0
C6742,40.0,1,0,0,1585.0,0.3333333333333333,98.0,High,0
C6745,69.0,1,1,0,105.0,0.3333333333333333,66.0,Medium,2
C6750,109.0,1,0,0,444.0,0.3333333333333333,20.0,Low,2
C6759,100.0,1,0,0,1273.0,0.3333333333333333,64.0,Medium,0
C6765,74.0,1,1,0,245.0,0.3333333333333333,62.0,Medium,2
C6779,91.0,1,1,0,1264.0,0.3333333333333333,27.0,Low,0
C6788,39.0,1,1,0,112.0,0.3333333333333333,51.0,Medium,2
C6791,30.0,1,0,0,1527.0,0.3333333333333333,74.0,High,0
C6797,80.0,1,0,1,1627.0,0.3333333333333333,100.0,High,0
C6801,117.0,1,0,0,1499.0,0.3333333333333333,52.0,Medium,0
C6811,35.0,1,1,0,1047.0,0.3333333333333333,47.0,Medium,0
C6854,39.0,1,1,0,961.0,0.3333333333333333,71.0,High,2
C6855,41.0,1,0,0,1042.0,0.3333333333333333,36.0,Low,0
C6864,55.0,1,0,0,987.0,0.3333333333333333,56.00000000000001,Medium,0
C6870,100.0,1,1,1,629.0,0.3333333333333333,43.0,Medium,2
C6878,55.0,1,0,1,409.0,0.3333333333333333,65.0,Medium,2
C6881,45.0,1,0,0,1352.0,0.3333333333333333,67.0,Medium,0
C6892,86.0,1,0,0,1358.0,0.3333333333333333,91.0,High,0
C6895,42.0,1,0,1,1473.0,0.3333333333333333,50.0,Medium,0
C6915,88.0,1,0,1,1137.0,0.3333333333333333,36.0,Low,0
C6917,116.0,1,0,0,1610.0,0.3333333333333333,22.0,Low,0
C6919,101.0,1,0,0,1478.0,0.3333333333333333,46.0,Medium,0
C6949,103.0,1,0,0,139.0,0.3333333333333333,54.0,Medium,2
C6951,57.0,1,0,0,171.0,0.3333333333333333,31.0,Low,2
C6959,78.0,1,0,0,528.0,0.3333333333333333,71.0,High,2
C6966,45.0,1,1,0,797.0,0.3333333333333333,51.0,Medium,2
C6971,80.0,1,1,0,1128.0,0.3333333333333333,28.999999999999996,Low,2
C6975,106.0,1,0,0,719.0,0.3333333333333333,19.0,Low,2
C6977,93.5,2,1,1,827.0,0.6666666666666666,10.0,Low,1
C6984,94.0,1,0,0,1940.0,0.3333333333333333,44.0,Medium,0
C6986,60.0,1,1,1,1765.0,0.3333333333333333,82.0,High,0
C6988,56.0,1,1,0,798.0,0.3333333333333333,40.0,Medium,2
C6989,86.0,1,0,0,1392.0,0.3333333333333333,46.0,Medium,0
C6997,34.0,1,0,0,1617.0,0.3333333333333333,0.0,Low,0
C7002,101.0,1,1,0,1251.0,0.3333333333333333,49.0,Medium,2
C7015,36.0,1,0,0,1857.0,0.3333333333333333,71.0,High,0
C7016,104.0,1,1,0,1414.0,0.3333333333333333,38.0,Low,0
C7019,98.0,1,1,0,1438.0,0.3333333333333333,55.00000000000001,Medium,0
C7024,99.0,1,0,0,336.0,0.3333333333333333,73.0,High,2
C7028,75.0,1,0,0,1735.0,0.3333333333333333,51.0,Medium,0
C7031,105.0,1,1,1,450.0,0.3333333333333333,25.0,Low,2
C7038,74.0,1,0,1,1458.0,0.3333333333333333,41.0,Medium,0
C7042,31.0,1,0,0,441.0,0.3333333333333333,60.0,Medium,2
C7090,92.0,1,0,1,261.0,0.3333333333333333,17.0,Low,2
C7102,96.0,1,0,0,155.0,0.3333333333333333,35.0,Low,2
C7132,35.0,1,0,0,291.0,0.3333333333333333,35.0,Low,2
C7166,31.0,1,1,0,925.0,0.3333333333333333,77.0,High,2
C7168,47.0,1,1,0,410.0,0.3333333333333333,25.0,Low,2
C7172,100.0,1,0,0,1294.0,0.3333333333333333,56.00000000000001,Medium,0
C7184,72.0,1,1,0,1478.0,0.3333333333333333,16.0,Low,0
C7190,65.5,2,0,1,774.0,0.6666666666666666,33.0,Low,1
C7197,37.0,1,0,0,1304.0,0.3333333333333333,56.99999999999999,Medium,0
C7229,39.0,1,0,0,302.0,0.3333333333333333,30.0,Low,2
C7233,53.0,1,1,1,210.0,0.3333333333333333,39.0,Low,2
C7235,72.0,1,1,0,1891.0,0.3333333333333333,53.0,Medium,0
C7238,45.0,1,1,0,1810.0,0.3333333333333333,68.0,Medium,0
C7241,97.0,1,0,1,571.0,0.3333333333333333,60.0,Medium,2
C7254,93.0,1,1,1,204.0,0.3333333333333333,20.0,Low,2
C7265,51.0,1,1,0,439.0,0.3333333333333333,19.0,Low,2
C7269,30.0,1,0,0,370.0,0.3333333333333333,70.0,High,2
C7278,71.0,1,0,0,1331.0,0.3333333333333333,47.0,Medium,0
C7283,115.0,1,0,0,651.0,0.3333333333333333,59.0,Medium,2
C7287,60.5,2,2,1,922.5,0.6666666666666666,79.0,High,1
C7288,50.0,1,0,0,1360.0,0.3333333333333333,9.0,Low,0
C7293,107.0,1,0,1,1188.0,0.3333333333333333,36.0,Low,0
C7295,82.0,1,1,0,254.0,0.3333333333333333,14.000000000000002,Low,2
C7303,82.0,1,1,1,1255.0,0.3333333333333333,0.0,Low,0
C7313,66.0,1,1,0,337.0,0.3333333333333333,81.0,High,2
C7316,48.0,2,0,1,1280.0,0.6666666666666666,70.0,High,1
C7320,30.0,1,1,0,1127.0,0.3333333333333333,35.0,Low,0
C7327,103.0,1,1,0,1483.0,0.3333333333333333,26.0,Low,0
C7331,78.0,1,0,1,607.0,0.3333333333333333,37.0,Low,2
C7359,55.0,1,1,1,531.0,0.3333333333333333,36.0,Low,2
C7371,55.0,2,1,1,790.5,0.6666666666666666,41.0,Medium,1
C7374,32.0,1,1,0,1784.0,0.3333333333333333,54.0,Medium,0
C7376,102.0,1,0,0,1084.0,0.3333333333333333,22.0,Low,0
C7396,111.0,1,0,1,1640.0,0.3333333333333333,31.0,Low,0
C7413,52.0,1,1,0,1945.0,0.3333333333333333,39.0,Low,0
C7420,98.0,1,0,1,504.0,0.3333333333333333,54.0,Medium,2
C7439,109.0,1,1,1,880.0,0.3333333333333333,56.99999999999999,Medium,2
C7456,44.0,1,0,0,1075.0,0.3333333333333333,31.0,Low,0
C7457,57.0,1,1,0,1370.0,0.3333333333333333,55.00000000000001,Medium,0
C7469,110.0,1,1,0,1711.0,0.3333333333333333,47.0,Medium,0
C7484,93.0,1,0,0,587.0,0.3333333333333333,55.00000000000001,Medium,2
C7490,110.0,1,0,0,270.0,0.3333333333333333,56.00000000000001,Medium,2
C7493,112.0,1,0,0,983.0,0.3333333333333333,35.0,Low,2
C7506,36.0,1,1,0,190.0,0.3333333333333333,64.0,Medium,2
C7514,91.0,1,1,1,975.0,0.3333333333333333,49.0,Medium,2
C7528,56.0,1,0,0,192.0,0.3333333333333333,15.0,Low,2
C7530,107.0,1,0,0,1490.0,0.3333333333333333,64.0,Medium,0
C7541,71.0,1,1,0,1620.0,0.3333333333333333,23.0,Low,0
C7544,102.0,1,0,0,469.0,0.3333333333333333,14.000000000000002,Low,2
C7546,119.0,1,0,0,1044.0,0.3333333333333333,28.000000000000004,Low,2
C7565,96.0,1,0,0,669.0,0.3333333333333333,61.0,Medium,2
C7585,76.0,1,0,0,1974.0,0.3333333333333333,32.0,Low,0
C7588,116.0,1,1,1,813.0,0.3333333333333333,67.0,Medium,2
C7600,115.0,1,1,0,799.0,0.3333333333333333,54.0,Medium,2
C7614,103.0,1,1,0,337.0,0.3333333333333333,55.00000000000001,Medium,2
C7616,87.0,1,0,0,1844.0,0.3333333333333333,83.0,High,0
C7617,115.0,1,0,0,323.0,0.3333333333333333,69.0,Medium,2
C7619,88.0,1,1,0,407.0,0.3333333333333333,68.0,Medium,2
C7645,39.0,1,0,1,1078.0,0.3333333333333333,60.0,Medium,0
C7655,89.0,1,1,1,585.0,0.3333333333333333,46.0,Medium,2
C7665,119.0,1,0,0,1513.0,0.3333333333333333,32.0,Low,0
C7668,60.0,1,0,0,1591.0,0.3333333333333333,44.0,Medium,0
C7677,46.0,1,1,0,1501.0,0.3333333333333333,25.0,Low,0
C7694,30.0,1,1,0,759.0,0.3333333333333333,60.0,Medium,2
C7704,77.0,1,0,1,1335.0,0.3333333333333333,40.0,Medium,0
C7709,115.0,1,1,1,667.0,0.3333333333333333,51.0,Medium,2
C7731,84.0,1,1,1,1634.0,0.3333333333333333,67.0,Medium,0
C7736,102.0,1,0,0,306.0,0.3333333333333333,45.0,Medium,2
C7738,114.0,1,0,0,684.0,0.3333333333333333,31.0,Low,2
C7748,35.0,1,0,0,707.0,0.3333333333333333,81.0,High,2
C7767,110.0,1,0,0,943.0,0.3333333333333333,79.0,High,2
C7776,32.0,1,0,0,1845.0,0.3333333333333333,40.0,Medium,0
C7777,66.0,1,0,0,282.0,0.3333333333333333,39.0,Low,2
C7783,63.0,1,0,0,272.0,0.3333333333333333,22.0,Low,2
C7799,96.0,1,1,0,1522.0,0.3333333333333333,40.0,Medium,0
C7801,115.0,1,1,1,857.0,0.3333333333333333,4.0,Low,2
C7806,61.0,1,1,0,1468.0,0.3333333333333333,0.0,Low,0
C7809,113.0,1,0,0,169.0,0.3333333333333333,62.0,Medium,2
C7819,107.0,1,0,0,605.0,0.3333333333333333,51.0,Medium,2
C7833,76.0,1,0,0,1916.0,0.3333333333333333,20.0,Low,0
C7863,44.0,1,0,1,1111.0,0.3333333333333333,47.0,Medium,0
C7873,53.0,1,1,0,1574.0,0.3333333333333333,21.0,Low,0
C7881,116.0,1,0,1,1711.0,0.3333333333333333,46.0,Medium,0
C7882,38.0,1,0,0,291.0,0.3333333333333333,45.0,Medium,2
C7891,55.0,1,0,1,1320.0,0.3333333333333333,72.0,High,0
C7892,112.0,1,1,1,879.0,0.3333333333333333,41.0,Medium,2
C7893,57.0,1,0,0,1044.0,0.3333333333333333,44.0,Medium,0
C7898,50.0,1,1,0,454.0,0.3333333333333333,43.0,Medium,2
C7905,75.0,1,1,1,1116.0,0.3333333333333333,52.0,Medium,2
C7910,98.0,1,1,0,173.0,0.3333333333333333,44.0,Medium,2
C7937,107.0,1,1,1,1592.0,0.3333333333333333,78.0,High,0
C7938,51.0,3,1,2,760.3333333333334,1.0,34.0,Low,1
C7941,96.5,2,0,0,1192.5,0.6666666666666666,18.0,Low,1
C7943,41.0,1,0,1,1832.0,0.3333333333333333,38.0,Low,0
C7944,33.0,1,1,0,1387.0,0.3333333333333333,41.0,Medium,0
C7949,70.33333333333333,3,1,0,1290.0,1.0,32.0,Low,1
C7966,65.0,1,0,0,1494.0,0.3333333333333333,82.0,High,0
C7970,92.0,1,0,1,1242.0,0.3333333333333333,52.0,Medium,0
C7971,73.0,1,1,1,110.0,0.3333333333333333,21.0,Low,2
C7981,49.0,1,0,0,248.0,0.3333333333333333,56.00000000000001,Medium,2
C7986,47.0,1,0,1,1725.0,0.3333333333333333,56.99999999999999,Medium,0
C7988,41.0,1,0,0,1314.0,0.3333333333333333,35.0,Low,0
C7996,38.0,1,1,0,466.0,0.3333333333333333,64.0,Medium,2
C8002,83.0,1,0,1,848.0,0.3333333333333333,50.0,Medium,2
C8004,66.0,1,1,0,860.0,0.3333333333333333,53.0,Medium,2
C8022,77.0,1,0,0,1221.0,0.3333333333333333,35.0,Low,0
C8026,118.0,1,0,1,955.0,0.3333333333333333,42.0,Medium,2
C8027,93.0,1,0,0,787.0,0.3333333333333333,69.0,Medium,2
C8035,32.0,1,0,0,954.0,0.3333333333333333,39.0,Low,0
C8041,77.0,2,0,1,556.5,0.6666666666666666,62.0,Medium,1
