courier_id,weekly_hours,deliveries_per_week,weekly_income,income_variability,stress_level,work_life_balance,job_satisfaction,experience_years,city,burnout_score,burnout_risk
675,30.924883052821787,47.02578754243723,278.42533755314275,0.34043882454900376,5,6,8,0,Barcelona,13.681853161336575,Low
676,37.22183312409125,80.50266167172747,423.4563260655405,0.3516800629798643,6,9,9,3,Paris,13.183350567026016,Low
677,33.894241545341714,84.49055681579809,665.4038069111567,0.2905782945175315,2,2,8,2,Berlin,14.074055408777829,Low
678,62.52270443423623,113.62869051131037,526.6744699558151,0.1499533252962585,6,4,1,4,Paris,26.256344583233453,Low
679,54.35678393147461,88.99347437816971,420.5348441115439,0.1681990087151577,9,5,6,2,Amsterdam,28.489025266593956,Low
680,57.71555094994159,67.53415260528871,620.728390727012,0.4408591935408037,4,8,9,2,Berlin,17.72325722039051,Low
681,52.21672064043235,56.2203907403011,375.1285067414917,0.4471644526957045,3,8,9,1,Berlin,14.13666071908675,Low
682,33.70948228782771,71.45445449384661,514.3025411499168,0.36955941514428814,9,2,7,0,Berlin,28.808438837791194,Low
683,39.75479733720226,54.82681597637139,473.0554440911727,0.36568718891155294,2,6,7,2,Barcelona,10.583311090276208,Low
684,49.89374561227918,81.19563299461707,616.8695938382529,0.339072851211123,9,6,4,3,Paris,27.358852195794988,Low
685,32.778721911080545,65.89509550348784,263.41574436207486,0.1811703542807953,2,5,7,1,Barcelona,8.145320116132115,Low
686,52.12998430172388,42.64905516775624,372.4703381278016,0.2713002801039613,3,8,5,4,Barcelona,12.351998091556778,Low
687,42.59674601841865,111.3786447093726,254.26315113581995,0.3783578605853515,7,2,5,4,Paris,27.56260241137911,Low
688,41.251791924504026,67.55818691427402,461.0604917286095,0.3149009088013355,2,2,1,3,Paris,16.524546665364564,Low
689,52.10959968203491,48.296579875617184,681.7141255448646,0.10743213362203968,1,7,2,3,Berlin,8.20720124083087,Low
690,49.4426331148604,75.79352163781147,424.18291855197094,0.4814227226880393,9,9,9,0,Berlin,24.147017161338514,Low
691,41.3903383418092,81.70928914919146,423.39740927065236,0.43792642102885737,6,3,2,3,Paris,24.29636571283133,Low
692,56.59329803364248,36.33833186052416,630.7586636276204,0.20421800564389514,9,7,2,4,Berlin,26.520169466531698,Low
693,34.189366724001026,88.29119167814407,660.2824337682949,0.34658357406651846,3,3,9,0,Amsterdam,15.222645757865493,Low
694,51.15935606944264,53.82106078274339,486.7143399096815,0.46929575349127506,3,6,3,3,Berlin,17.04076435574554,Low
695,50.93101257968384,122.77572022976969,602.7072281074838,0.13840440484546057,3,3,2,3,Paris,18.163347822359754,Low
696,41.904535606860094,93.09901280191838,338.456818868308,0.3012117923186802,2,1,7,4,Barcelona,18.08347860524483,Low
697,48.26133022242118,70.00250024726708,706.696150088812,0.2824972103385178,6,6,9,0,Paris,20.303371170111532,Low
698,32.488864236146966,61.37080574206624,822.3059440905577,0.26408200211341293,3,3,6,1,Paris,13.887479291978218,Low
699,54.24027019206901,77.37580731090941,578.1823686783088,0.43423544355717003,5,1,7,1,Barcelona,29.114435493192403,Low
700,43.15097863557011,95.31976853958224,200.0,0.25225845867898294,5,5,3,0,Amsterdam,17.967878177460864,Low
701,39.772769794809605,79.36264678537,416.2654606403324,0.12546533329640305,3,8,3,3,Berlin,7.1864842714069095,Low
702,55.49009225836889,74.57102982157859,591.9237982503982,0.126335096865721,3,8,8,3,Amsterdam,11.910378646167878,Low
703,37.95656309457241,81.4592572704474,436.7775504250456,0.1170978426098436,1,8,7,0,Barcelona,2.557947354470158,Low
704,30.915387036364404,64.90352671907613,690.8297831375146,0.2636581687496149,6,3,5,1,Amsterdam,19.41119779840547,Low
705,29.433708264760963,71.41985182892405,588.2235896653798,0.38736251107934405,3,8,6,2,Barcelona,6.7037375902217295,Low
706,51.06009951345639,27.855189027374898,394.0286748851305,0.1814889847722062,1,4,9,4,Paris,13.132919701758977,Low
707,32.19570647503717,104.3431557713092,504.8397216156879,0.3585874081726198,9,8,3,0,Amsterdam,19.24458602423735,Low
708,62.54794181984364,87.46994450804405,365.9250169041365,0.3748353888414817,1,3,3,2,Berlin,20.01273643436791,Low
709,24.18070592116278,60.663603899164244,472.6122682381337,0.20208084960623918,5,3,6,4,Berlin,14.775020272411224,Low
710,61.96456368290038,127.46837453388096,416.8110139351172,0.3402230624242517,5,1,8,2,Barcelona,30.491599729112632,Low
711,47.11017467202618,82.17541200980966,676.2142700349557,0.37394733601073893,2,8,5,2,Paris,9.872525761715245,Low
712,44.032868881296075,54.09641070062008,817.4018085246493,0.2866454491208503,1,8,1,4,Amsterdam,6.076315155597325,Low
713,39.550809131910505,101.41843553676146,285.3217500146372,0.23468663891203803,6,9,3,2,Amsterdam,12.712109128693532,Low
714,48.991361143520706,89.95120541273157,211.5175570685372,0.3476606206297309,7,6,8,1,Barcelona,23.17401454935352,Low
715,44.62365297575152,89.86449963710548,463.22413672229214,0.4911388349312228,9,2,4,0,Amsterdam,33.29848424203768,Low
716,56.03301882016521,69.35610988371023,272.2376451756976,0.27073656374759125,8,1,9,1,Berlin,34.01727128352547,Low
717,46.142276486620396,91.26239309445087,506.9317405506376,0.25669403851404843,3,8,6,1,Berlin,10.409623331126603,Low
718,46.50301761461878,73.45604274447264,612.340417070889,0.28570676097044534,9,4,4,4,Amsterdam,28.80797289409009,Low
719,41.36387787786144,93.89853629114606,724.1212845900237,0.1304873573780193,1,7,4,4,Amsterdam,5.2140369371386255,Low
720,44.43054376278933,32.37638864973403,530.2091838072922,0.321265311868556,6,4,5,4,Paris,22.541816247522355,Low
721,48.07801768892059,69.15316342552028,471.02671627256314,0.23147895488690545,2,1,7,2,Paris,19.23819485554523,Low
722,27.898316073433744,123.05387744520488,203.24226251403735,0.148568848932505,9,8,7,2,Amsterdam,15.855183311355173,Low
723,31.51814577894287,60.823313614992486,503.92777237786976,0.28650269644694937,9,9,7,0,Amsterdam,16.820470698152356,Low
724,52.43264094022715,64.90404256267033,510.69308908241925,0.10135359462959098,8,9,5,2,Barcelona,19.243328228364057,Low
725,46.708654381279416,68.80096653875063,595.8435221319118,0.2607140980651036,7,9,9,0,Paris,17.11973729503486,Low
726,43.16016663647321,49.629846602783914,393.7267847706363,0.14229410717058022,6,4,2,1,Amsterdam,20.370991062647764,Low
727,45.184339330653934,24.792980594293695,434.742109964621,0.10971708135991212,2,9,8,0,Barcelona,5.1524726127953,Low
728,48.47581705361671,74.23534003690968,278.2996617043724,0.42979001849780085,4,4,8,0,Paris,20.84064530106302,Low
729,39.60240319690639,83.39648560204142,200.0,0.46649952131305394,7,2,3,4,Barcelona,27.545716172202454,Low
730,37.216952745976876,78.6873732865337,333.7254363804825,0.18306985934364267,6,3,5,2,Amsterdam,20.49578441722949,Low
731,46.958452550976816,76.37803595130283,264.45112786204754,0.31571930553370453,9,2,8,3,Berlin,32.24472882063009,Low
732,35.21627222384968,81.07602177125969,550.5068443130917,0.21118326285239397,5,1,9,3,Berlin,21.176714295678842,Low
733,49.082527557144715,105.5710367887691,422.2798914999714,0.29743097546887287,6,6,7,4,Berlin,20.699068021832144,Low
734,27.974163957621595,75.23884535176958,419.2644304887816,0.27465252835766407,6,4,4,1,Berlin,17.13877447086312,Low
735,55.29155637325644,65.64793557281826,352.33804307371815,0.20762042203219427,8,7,4,1,Amsterdam,24.163671132298873,Low
736,49.72597482413043,72.97186287779785,200.0,0.3801574318541191,8,7,3,1,Berlin,24.21936676578032,Low
737,47.56029734313876,94.4836689939194,726.2466123121326,0.1505963837281017,6,1,8,0,Berlin,26.27405304022264,Low
738,54.82690983945514,115.30067196358124,349.95942158348174,0.12122911286854686,8,9,6,2,Amsterdam,20.160364080522005,Low
739,61.65474444462576,64.29640652077055,438.13698952251394,0.4070701732149117,7,8,6,1,Paris,24.567125065536842,Low
740,55.1437006501813,82.47334467572209,281.7661752066034,0.366372012488272,1,1,9,3,Paris,20.706830319937108,Low
741,26.591257686683548,88.458936048399,645.7895515160951,0.29941044965855923,5,8,3,0,Paris,8.971481802590656,Low
742,32.204230332642986,55.185549831779426,521.5143405555987,0.28711590818901667,5,5,4,1,Barcelona,15.032428181683063,Low
743,38.75181422304321,80.51042918032296,376.0452072101197,0.2989645517965705,9,1,3,1,Paris,31.115189784878666,Low
744,45.26091050210834,43.35815356644762,441.16555829839643,0.27480963043946915,7,4,3,2,Amsterdam,24.326369455027194,Low
745,50.17659020469123,35.773742406515034,751.7269883187305,0.2571569183324717,7,7,1,2,Paris,21.124546244732084,Low
746,37.742561868465344,89.16866019730642,489.05458521780827,0.2998762411544481,2,5,6,0,Barcelona,10.821530972084084,Low
747,46.86766764477078,70.40313146673043,472.73996935761414,0.3114060684639042,8,3,9,3,Barcelona,28.674360978070276,Low
748,37.44617067646678,85.05701019053048,358.79277707911024,0.37676092563344843,3,4,5,4,Berlin,15.001460459274515,Low
749,38.884821970080516,79.55262557479125,215.81282742915454,0.384482864293609,9,2,2,3,Amsterdam,30.510275233960247,Low
750,30.933389031517777,55.589998783405065,475.9941989630983,0.25105163205605785,6,8,4,2,Paris,11.79053303001591,Low
751,35.76766753889096,78.86864245089158,548.8227668486926,0.2654162090973955,9,2,6,2,Paris,28.384462352641243,Low
752,31.483153943836662,49.172467374628624,664.9376696491504,0.24947886789448923,9,6,7,4,Amsterdam,20.93973486209589,Low
753,35.241267470226674,114.77430895003502,200.0,0.3146143094502841,7,7,7,3,Amsterdam,17.218523335570843,Low
754,55.536417966078396,46.100741378500906,331.2355509465457,0.2813414151656781,8,7,4,3,Amsterdam,24.974339541480298,Low
755,35.50601111168057,75.10536822578547,412.88883641653246,0.4558385852544774,2,1,5,4,Amsterdam,17.710189186048943,Low
756,70.0,53.94321029881879,499.4778727140197,0.378544506766589,5,8,4,2,Amsterdam,22.78544506766589,Low
757,49.93317900880889,94.26052933401989,478.24494627073665,0.4594625535017782,3,9,6,0,Amsterdam,12.07457923766045,Low
758,46.84836123694874,71.71421571796243,481.7466971469096,0.3836547966237702,1,7,7,3,Amsterdam,9.391056337322325,Low
759,36.41642219818787,67.03333200946975,561.2144087854916,0.4883968594095257,6,8,2,1,Barcelona,15.808895253551619,Low
760,52.003098794089915,101.33003862628885,364.5060333831336,0.35429471130210766,9,4,3,3,Berlin,31.14387675124805,Low
761,39.24362173762226,80.7357647919388,640.1212163350542,0.4854200552652219,2,8,8,3,Paris,8.627287073938898,Low
762,46.220098146453616,92.91611114839918,565.0178662549221,0.16326795616377043,9,3,7,3,Barcelona,28.99870900557379,Low
763,70.0,55.46685158706338,452.02516038078807,0.12099107233176154,8,1,1,2,Barcelona,36.70991072331761,Low
764,44.0394010027535,44.87957640181233,740.1361987833372,0.3316500740815437,9,8,4,1,Paris,22.528321041641483,Low
765,56.49273326285676,82.68019905100334,733.462405335765,0.49339728231991,5,6,5,3,Barcelona,22.881792802056125,Low
766,37.96823574874112,72.02884111263172,639.9343032790713,0.26704209892095876,2,9,3,0,Amsterdam,4.560891713831923,Low
767,44.65011509503038,95.66086681134861,200.0,0.18481734487718385,6,3,4,1,Barcelona,22.743207977280953,Low
768,62.7080063563551,78.00228868343626,736.8417639076963,0.30861657967740563,7,8,7,4,Paris,23.898567703680587,Low
769,38.730329422122324,85.12688348086574,619.2137783707901,0.3595194498315555,3,9,8,0,Berlin,7.71429332495225,Low
770,63.12448557996929,39.41543675146892,800.9612956569405,0.2260714782063556,6,9,9,4,Paris,19.698060456054343,Low
771,52.07751935455475,127.21092349035641,685.6196887600308,0.3859077433997038,6,7,2,3,Berlin,20.98233324036346,Low
772,39.37533224105732,75.8939503741992,736.7514016245929,0.49004580281829035,8,3,4,2,Amsterdam,28.2130577005001,Low
773,51.32407739055521,97.43967425847998,631.7982275270568,0.45878524868424675,1,3,1,3,Barcelona,17.48507570400903,Low
774,54.7255444962673,59.097708244509334,702.3039797968269,0.21663414940487813,4,2,3,3,Paris,23.58400484292897,Low
775,51.21809962217196,87.70024755543352,799.118561110166,0.23068947325783934,1,1,8,4,Paris,18.172324619229983,Low
776,29.297752801095434,47.428880911881365,532.4832107567308,0.24861648977983544,8,2,7,3,Berlin,24.275490738126983,Low
777,37.728628241751316,91.30169595649177,264.16541838828056,0.2578211113574581,2,5,8,0,Barcelona,10.396799586099977,Low
778,42.52481364448495,71.10064789035418,453.8808649977287,0.1401277996773118,8,1,6,2,Paris,28.6587220901186,Low
779,44.25566570899954,80.72976259838919,558.4918399075156,0.4047851355557157,3,4,5,4,Paris,17.324551068257016,Low
780,51.206720975506784,97.44935075325245,511.2331376557337,0.2461357054442802,8,1,9,1,Barcelona,32.32337334709484,Low
781,46.777010009332535,49.18649221949299,313.015705076086,0.4519279906821809,6,8,5,3,Amsterdam,18.55238290962157,Low
782,31.64655641289899,62.88770673468008,255.33985622075315,0.4707762492480435,1,5,9,4,Berlin,8.70172941635013,Low
783,48.801978510059634,91.43310702716914,388.82559970477564,0.10977252372307525,7,4,4,3,Paris,23.73831879024864,Low
784,51.10585745283823,132.45553686366867,621.1609333976227,0.4954012279712825,7,3,5,3,Barcelona,29.785769515564294,Low
785,50.5979044793104,76.54794163346295,737.0509656234454,0.3840090926000739,6,9,1,4,Amsterdam,17.51946226979386,Low
786,55.807807255546216,94.77840294809832,637.4851420666552,0.30815689039718497,1,6,6,0,Paris,12.823911080635714,Low
787,53.33922154548904,77.325713253538,658.6140930671204,0.2558110433490213,5,1,3,1,Amsterdam,27.059876897136924,Low
788,49.59180079228437,128.55613986890748,487.87766402546634,0.30740725304388516,1,8,2,3,Paris,7.951612768124161,Low
789,44.29834288541353,36.31945832586861,238.6876313441054,0.22984988959137778,1,2,6,0,Paris,14.588001761537837,Low
790,28.390390664840087,82.36552611673395,431.7169128675942,0.3490751254786193,6,9,1,3,Amsterdam,10.507868454238217,Low
791,49.296182191325855,39.36139916094847,461.1853382191432,0.1371921105779165,8,7,9,3,Berlin,21.66077576317692,Low
792,47.076876871631114,20.0,425.44212697464764,0.3484490411647241,1,3,5,0,Amsterdam,15.107553473136573,Low
793,47.715788371953735,87.43655132794541,508.20422980619395,0.21013794005537767,2,4,7,3,Barcelona,14.416115912139896,Low
794,32.232514241796906,83.48744490368647,566.2129639839426,0.10705393162093856,5,3,9,1,Paris,16.240293588748457,Low
795,34.189434595917376,72.87907655644497,627.9522782365246,0.321082306465151,8,6,9,4,Amsterdam,20.467653443426723,Low
796,55.53152853332904,77.34514774900617,458.2820203450499,0.3313791023410786,4,9,7,0,Amsterdam,14.473249583409498,Low
797,44.60444846143345,150.0,214.436089153311,0.27062760188461443,5,9,4,2,Paris,12.587610557276175,Low
798,51.81500697372624,73.54562154921415,427.56834210632974,0.12891449302012675,5,1,4,3,Paris,25.33364702231914,Low
799,45.28318376130461,92.75310903125187,506.55655954879757,0.45733718112167665,3,6,7,4,Amsterdam,15.158326939608152,Low
800,45.297561394957455,63.765879509652976,683.4211883200112,0.3445723228911556,6,1,8,1,Berlin,27.53499164739879,Low
801,54.382838059759976,87.38081437601508,414.8288236723842,0.14628531982758786,5,4,7,1,Paris,21.777704616203874,Low
802,39.83955271782626,74.04415812360956,576.8815442599102,0.30437223063765906,2,7,4,2,Amsterdam,8.495588121724468,Low
803,45.96120776940983,69.73703793175675,543.5131849453148,0.2989017263793886,4,4,4,1,Barcelona,18.777379594616836,Low
804,40.377247112949576,125.47246330500812,506.58507996850824,0.1241607475171708,4,9,8,4,Berlin,7.85478160905658,Low
805,40.65503772567684,109.42962407960847,639.5799978986887,0.342743881441179,7,5,9,2,Barcelona,22.123950132114842,Low
806,41.908278765313604,83.41866618498076,400.8738204871129,0.42333055956862575,7,9,7,0,Paris,17.30578922528034,Low
807,47.22133771633713,22.394701601400833,413.72203255347256,0.39960322169939133,9,1,3,2,Paris,34.66243353189505,Low
808,40.212513783365225,70.97476941868575,498.2148765358658,0.18118776566567335,2,4,1,0,Berlin,11.8756317916663,Low
809,57.55756125573521,147.5756891101271,403.97802423594504,0.44491701182168464,6,7,5,1,Paris,23.216438494937407,Low
810,36.05392697780496,74.2334583340073,576.20184365819,0.23701686626374038,2,2,6,4,Barcelona,14.186346755978892,Low
811,43.13128355838641,107.58043930134146,393.02115434508005,0.47860335131677656,9,9,9,3,Amsterdam,22.225418580683687,Low
812,40.60268941725825,116.04856004881502,533.9456311617702,0.1286991856902855,2,3,5,2,Amsterdam,12.967798682080328,Low
813,59.46977884353733,85.47409789639937,484.97408468198654,0.29448347540793707,6,4,1,1,Barcelona,26.785768407140566,Low
814,46.965547765115744,58.954459203296196,532.2388947165059,0.33884975087101965,8,4,4,4,Barcelona,27.478161838244915,Low
815,55.31844539468635,20.0,431.03879074054413,0.1990600393898419,6,8,2,3,Paris,18.586134012304324,Low
816,30.14439626963028,97.10408021522386,449.13675582097596,0.40855207548809114,3,2,4,2,Paris,16.128839635769996,Low
817,47.67050265869259,59.6310999294113,514.4013901995575,0.3507582719242869,5,5,7,4,Berlin,20.308733516850644,Low
818,53.89630795623437,84.4037612971923,530.311175924197,0.10724377491518222,4,2,9,1,Amsterdam,22.24133013602213,Low
819,45.82283989275424,48.75449151026589,499.3697126913266,0.34334743627849434,1,6,3,2,Berlin,10.180326330611216,Low
820,55.654803750653514,73.36906148824494,755.8043534769627,0.2965912937673786,5,9,3,2,Barcelona,16.162354062869838,Low
821,39.82711549899628,80.84297637252634,351.38946218880733,0.1784116806814031,5,9,4,0,Barcelona,10.232251456512914,Low
822,59.0934744018558,86.71483952610745,490.36943075709297,0.49829929082381186,7,1,7,0,Berlin,35.211035228794856,Low
823,67.9889812361925,52.129445316189646,263.9556466824523,0.458864877931046,7,4,6,2,Berlin,32.985343150168205,Low
824,41.37161439560341,109.92277371903381,555.812221800108,0.2170030780116254,2,4,5,4,Amsterdam,12.581515098797276,Low
825,40.54497478599228,65.07763038170071,332.7130195434779,0.31642836831944654,4,1,4,1,Barcelona,21.82777611899215,Low
826,59.53384477117701,38.13826348866887,458.25346161851354,0.2266008559641163,1,2,8,3,Berlin,19.126161990994262,Low
827,60.795721457307124,77.27441450091341,444.1903512003011,0.4101983006544313,5,6,4,0,Amsterdam,23.340699443736447,Low
828,39.771399728467316,80.8593827256615,542.1336689901757,0.47213257327858205,5,3,3,1,Paris,22.152745651326015,Low
829,40.798131829041424,84.014735829294,417.081362368223,0.24353144276575345,4,9,7,2,Paris,9.17475397636996,Low
830,42.18215391139493,114.05331009212699,410.70414534590265,0.42223369965745106,7,3,2,1,Amsterdam,26.37698316999299,Low
831,31.55549488965723,74.08877908160352,715.3784696128847,0.29936301708528196,6,3,4,1,Berlin,19.960278637749987,Low
832,35.81348053515802,77.00950939078072,542.685018571179,0.25863142452463095,3,9,8,1,Amsterdam,5.830358405793713,Low
833,34.95859233247932,52.42039046917266,415.84237219665977,0.475368740839508,2,3,4,2,Amsterdam,14.741265108138876,Low
834,37.32202434895871,100.51383757219742,462.37494922831536,0.3041618754876126,4,6,7,0,Berlin,13.23822605956374,Low
835,44.65315112613219,84.60772660195259,746.8032428406118,0.28696420010298596,9,6,2,3,Paris,25.265587338869516,Low
836,47.342147325365204,69.49930681764593,464.7252682623355,0.36897376078493727,5,1,5,4,Amsterdam,26.392381805458932,Low
837,60.50500492814077,32.383132663363405,396.60850652714186,0.20449368040731378,1,7,4,0,Paris,11.69643828251537,Low
838,35.016459592612094,116.11030487637719,397.2505774810411,0.2299171483153263,3,9,9,3,Amsterdam,5.304109360936888,Low
839,54.843223984765835,49.30800088859857,417.6310278515634,0.4728183344954491,9,9,7,2,Barcelona,25.68115054038424,Low
840,42.86011155774491,65.21804976575736,410.82534163599166,0.371411938174777,7,9,9,3,Berlin,17.072152849071244,Low
841,44.50536290347567,88.95861277690008,308.0528227476135,0.4306548591084023,3,2,7,2,Paris,20.658157462126724,Low
842,51.74819492166604,50.086051784582835,331.36998545795325,0.20844470477417187,1,1,2,3,Berlin,18.10890552424153,Low
843,33.772779784377015,42.662255543671414,375.6019438457945,0.31751607597194886,4,6,2,0,Paris,12.306994695032593,Low
844,48.82409746184051,26.901310432483378,588.7356527679647,0.48855850679579926,9,6,2,2,Paris,28.532814306510144,Low
845,46.66452208213056,98.0249238226409,442.81440690906896,0.22748155961128705,7,4,5,1,Berlin,24.27417222075204,Low
846,49.92451264008149,66.37034388184195,468.925746635894,0.16419059052681675,5,8,1,2,Amsterdam,14.619259697292613,Low
847,47.89168643907818,150.0,690.5132037882345,0.3043544032898656,6,5,7,2,Amsterdam,21.91104996462211,Low
848,69.55300139910895,55.14112335922816,694.2510724907627,0.25512843548995046,1,7,2,3,Barcelona,14.91718477463219,Low
849,38.62260015748684,56.96372441427697,457.68125852933974,0.1638308931146854,7,9,4,2,Paris,13.725088978392906,Low
850,39.690030449981826,65.86517574286496,405.37047339748864,0.4554205530813472,5,1,9,3,Berlin,24.96121466580802,Low
851,38.76859473575236,86.07836637846222,370.3354529489693,0.49628956422151116,7,9,8,0,Paris,17.093474062940818,Low
852,39.44522880839745,68.24491653036722,603.9163654562357,0.32743287227599915,5,4,2,2,Amsterdam,19.10789736527923,Low
853,38.62612872693482,95.3083053500628,469.2939149716568,0.4098707073493816,5,7,4,1,Berlin,15.186545691574263,Low
854,56.89016531107552,55.53529025028364,442.0257664515815,0.44361534781851986,3,4,4,1,Berlin,21.503203071507855,Low
855,59.20504247989855,45.46020703841047,377.95031372936705,0.38039280240873075,5,4,2,0,Paris,25.565440768056874,Low
856,39.29253706250524,35.04463151477231,384.5500386482917,0.11766241964469248,8,4,2,1,Barcelona,22.9643853151985,Low
857,36.67644426895771,24.410645801570084,548.0087287239867,0.16305369268672712,8,6,5,3,Amsterdam,19.633470207554584,Low
858,49.71415556386404,67.04827451312357,302.68426011691065,0.1283956764605546,2,5,4,2,Amsterdam,12.698203433764759,Low
859,39.477769557190285,72.47549219016945,649.2303040681908,0.10395184265682263,1,2,8,4,Paris,11.882849293725311,Low
860,51.32931817755511,64.21407431292042,419.9233034277622,0.22239856350289464,2,9,4,2,Paris,8.122781088295476,Low
861,47.029230208513,111.08514492967905,477.55460836223114,0.25694238419262394,7,6,8,2,Barcelona,21.678192904480134,Low
862,29.84255885002768,110.70075524020338,299.45330627891684,0.1964118929343703,3,6,5,4,Amsterdam,7.916886584352007,Low
863,60.47505201330061,71.62992531388745,498.14510926364534,0.1258418592345284,8,9,1,1,Barcelona,21.900934196335466,Low
864,62.95877673095522,35.15197217020093,450.751858596416,0.3119452363346711,4,1,9,1,Berlin,28.507085382633274,Low
865,38.87211309515614,65.83237229862368,492.48791017153,0.20932772798285668,8,7,8,2,Berlin,19.254911208375407,Low
866,41.122984400640156,65.00446515207346,720.7563347542836,0.418414861945425,2,3,1,1,Barcelona,16.021043939646297,Low
867,47.85865390724905,63.571625943048545,526.654706868536,0.10322104865011249,5,4,3,3,Barcelona,19.38980665867584,Low
868,48.34456789987025,62.55702740254388,380.80112237812943,0.43701082051504414,6,1,3,3,Paris,29.373478575111516,Low
869,51.5854427267283,63.66342760687982,393.3020134180148,0.4819014715783828,1,3,5,4,Amsterdam,17.79464753380232,Low
870,65.1020453876635,70.336459602556,589.2696778870653,0.3864540252614278,1,7,7,2,Amsterdam,14.895153868913324,Low
871,43.2305277250595,64.11147252961108,694.8039936490136,0.39345762610502666,9,6,1,3,Amsterdam,25.90373457856812,Low
872,37.01702755461546,85.2080627156398,542.2877031126575,0.4734249246410933,5,1,1,0,Barcelona,24.339357512795573,Low
873,31.20680771985473,89.00921789762153,603.3069116832154,0.18362851412013967,4,9,6,1,Paris,5.6983274571578155,Low
874,37.69069960058081,57.23387282043775,591.4606585005058,0.49782622728343073,1,4,5,2,Paris,12.285472153008548,Low
875,44.66873027126203,111.77663315017584,712.8596620036282,0.4093924813514168,3,7,3,3,Paris,12.994543894892775,Low
876,62.94557863517788,55.498442453984644,207.56147409109508,0.39062828333111754,4,4,3,4,Barcelona,24.78995642386454,Low
877,39.823887009638284,39.554984654616575,600.0828408956793,0.24443623159811712,5,7,4,3,Barcelona,13.891528418872657,Low
878,47.237879516388986,89.51945178412629,647.5604065855346,0.31831099416224423,5,5,2,0,Paris,19.85447379653914,Low
879,44.83577103927248,59.5647966396415,299.191444079664,0.3615671153093388,8,1,9,3,Barcelona,31.566402464875132,Low
880,56.88393273448084,88.0322867689347,367.1497723990376,0.3481371445268864,3,4,4,2,Berlin,20.546551265613115,Low
881,70.0,20.0,372.382587705777,0.38199385539103237,7,3,3,4,Amsterdam,34.319938553910326,Low
882,39.69131227079679,114.81139853707668,390.6814705433925,0.13295269563136425,6,6,7,4,Amsterdam,16.23692063755268,Low
883,40.10560557481778,96.80733520101006,427.7424423596711,0.24225937313267873,6,6,9,0,Amsterdam,17.454275403772122,Low
884,55.44160877069072,42.48808627092496,536.3904219582412,0.27360000663819084,9,1,2,2,Berlin,35.868482697589116,Low
885,51.81891489626312,43.030571903842855,629.8511976751055,0.2042517191499866,7,2,6,0,Paris,28.5881916603788,Low
886,63.46707325736034,121.80664760243819,662.1975436652805,0.16905090810768952,7,2,5,0,Amsterdam,31.730631058285,Low
887,50.839281853259635,61.56550241255104,374.3265408248327,0.15557099196514512,1,4,1,0,Barcelona,12.807494475629344,Low
888,41.40707909212941,59.14537878168441,373.2945501945526,0.24655335690263405,1,9,7,3,Berlin,3.3876572966651617,Low
889,50.90654830692309,23.34869764626793,697.3732760024334,0.2973766802250264,9,2,1,1,Paris,33.245731294327186,Low
890,56.087035805829075,71.23054485996114,597.0115903127967,0.1251905760586643,9,8,9,3,Berlin,24.078016502335363,Low
891,53.204821811973645,74.30700962910618,512.4297262803494,0.4785832378362198,3,1,4,2,Amsterdam,25.24727892195429,Low
892,50.07274031107298,97.88732741923712,571.0005013332451,0.4060973291443034,8,8,8,0,Paris,23.08279538476493,Low
893,55.666746895891535,45.023039295388116,495.5294327222839,0.3923407092741866,9,3,1,0,Amsterdam,34.12343116150933,Low
894,56.692955904456724,41.99283019398476,578.6877024571422,0.1691442099954908,1,5,5,1,Paris,13.199328871291925,Low
895,58.82158991037527,91.27406586941193,449.58999552413894,0.3415203072048756,3,1,3,4,Amsterdam,25.561680045161335,Low
896,51.48709887589643,105.16825178067663,540.3207401658847,0.311889978723467,6,1,4,0,Paris,29.0650294500036,Low
897,43.328819196831454,40.72119122205292,273.41809244457556,0.49298753831467756,4,6,4,3,Berlin,16.928521142196214,Low
898,46.46713686433323,107.03785215749353,396.83235577618535,0.3990687080320632,8,3,8,0,Paris,29.4308281396206,Low
899,57.06508966508357,80.93854603717054,398.4483234814485,0.33030475348649246,9,8,3,2,Paris,26.422574434389993,Low
900,36.83064329012764,107.29513347686614,443.84149501896286,0.44032506658804893,7,4,1,1,Berlin,23.452443652918777,Low
901,48.686733088729014,78.24449096205959,361.02301178303776,0.1620377083442838,1,6,5,4,Paris,9.226397010061541,Low
902,41.06661187672639,20.0,419.9684561265377,0.10608661187639089,2,9,2,2,Berlin,3.880849681781826,Low
903,45.28744822934817,76.20081544209903,272.8378906402819,0.3760933333658093,1,8,6,3,Amsterdam,7.347167802462543,Low
904,57.78451862607299,106.50359546678175,582.305071459235,0.139324584094895,9,4,4,2,Amsterdam,30.728601428770844,Low
905,46.910990680199035,57.65634952290714,487.62297216329085,0.1461734559934037,4,8,9,0,Amsterdam,11.535031763993747,Low
906,45.46436548156149,70.30087577731369,244.2188588335975,0.3978722905698122,8,7,7,1,Paris,23.118032550166568,Low
907,31.401438590200808,75.59666241122554,374.77551341799904,0.20821393765359564,5,5,2,0,Barcelona,14.002570953596198,Low
908,52.46253566027221,20.0,550.490214134325,0.3514524862275572,5,7,7,1,Barcelona,18.753285560357234,Low
909,51.45484181141075,121.78368938593691,418.5467080421315,0.46696277043709944,5,7,8,3,Amsterdam,19.60608024779422,Low
